ID,Latitud,Longitud,Longitud_road,Latitud_road,road_density,road_min_distance,Longitud_river,Latitud_river,river_density,river_min_distance
1,5.29826021194458,-75.24790954589844,,,0.0,,-75.2445014,5.2973613,0.6136443868778195,390.6425009561746
2,5.760000228881836,-72.79000091552734,,,0.0,,,,0.0,
3,4.865983009338379,-75.62279510498047,-75.62202016226429,4.866215704981472,2.053412459101173,89.72501702860471,-75.6239343,4.8649876,2.384656728075431,167.58282052316125
4,5.710000038146973,-75.31999969482422,-75.3114765,5.709044,0.05878902851172829,950.0228986373074,-75.321537,5.709551,0.8269923305817007,177.3819658828947
5,7.710841178894043,-74.75316619873047,,,0.0,,-74.7557576,7.7073835,0.7851921130249007,477.45194764937673
6,4.808717250823975,-75.69059753417969,-75.69062028254334,4.808719649358023,7.284343711960383,2.5381630634198435,-75.6933623,4.8044595,0.8432771852095634,561.9136257301916
7,6.670000076293945,-75.80999755859375,-75.8151243,6.6695156,0.7402651626888154,569.3969910493344,-75.809118,6.667905,1.0528992250184646,251.27814582767817
8,5.989999771118164,-72.75,-72.7480812,5.9908626,0.852654972726083,232.88757259974028,-72.74965355098053,5.9901677509007945,1.1779886580247563,42.62075275836733
9,4.710988521575928,-74.07209014892578,-74.07208135508982,4.710894301680737,4.520827387555085,10.466199115541894,-74.0651397,4.7115467,0.7676006441012677,773.5911982384938
10,4.982729911804199,-75.60526275634766,-75.6053693312377,4.982147124778877,1.686246965000033,65.52271024139385,-75.6063104393185,4.981169145809257,1.4968628131421926,208.06102511948055
11,6.041009902954102,-75.70274353027344,-75.7068289,6.0406924,0.6277480811143199,453.63467376484846,-75.7016319,6.0422548,3.2235731865933204,184.65250496959646
12,6.460000038146973,-74.41000366210938,,,0.0,,-74.41210151594832,6.460276119301768,0.6315589436316426,234.0577899862329
13,6.538710117340088,-75.09664154052734,-75.09664153933466,6.5392494,0.8124810369467416,59.63646379387435,-75.09669806603007,6.53848489431194,2.3540619760590937,25.681792317391842
14,3.349999904632568,-76.54000091552734,,,0.0,,,,0.0,
15,6.260000228881836,-75.5999984741211,-75.59763420036633,6.25946798200919,3.017206776837929,268.1698288848364,-75.59926841354758,6.259827121915224,1.9800540310989387,83.02539655437097
16,4.570909976959229,-74.1247787475586,-74.12483795959113,4.5709305115265195,3.26247294685427,6.950326794204771,,,0.0,
17,4.630000114440918,-74.44999694824219,-74.4518935,4.632639,0.8502989475533266,359.7740601504679,,,0.0,
18,4.444675922393799,-75.24243927001953,-75.24245920757178,4.444690403220263,4.089007920464873,2.7308646976158983,-75.2450449,4.4420141,0.6469478734241476,412.6411994136122
19,4.605672836303711,-74.05552673339844,-74.0592734,4.6019595,1.0149982931133084,584.3405437917104,-74.0560618,4.606388,1.5850456356692626,98.88847721454049
20,6.050000190734863,-75.19000244140625,-75.19680391318975,6.051548129923813,0.3985193140968623,772.1598804379602,-75.188295,6.051497,1.8965762281711718,251.2506600807041
21,6.25,-75.5999984741211,-75.59995435345827,6.250062694364149,3.162123337408121,8.477758153298106,-75.6004858,6.2505654,1.5310776680887925,82.56902499148575
22,4.994736671447754,-75.80410766601562,-75.808854,4.99918,0.7095147655608107,720.0620921193357,,,0.0,
23,6.210000038146973,-75.73999786376953,,,0.0,,-75.7381556,6.2106395,1.58734392774613,215.7983584975969
24,4.480000019073486,-75.63999938964844,,,0.0,,-75.634943,4.4840705,0.45761291954980554,719.3816879714356
25,5.690000057220459,-76.66000366210938,-76.65647690935104,5.689651001227059,0.5826881071576773,392.5751653169242,-76.6577823,5.6877327,1.5548543833809432,351.3109529057176
26,4.710988521575928,-74.07209014892578,-74.07208135508982,4.710894301680737,4.520827387555085,10.466199115541894,-74.0651397,4.7115467,0.7676006441012678,773.5911982384938
27,6.639999866485596,-76.05999755859375,,,0.0,,-76.06003366127881,6.640054211545993,1.9989247249922886,7.214086432681453
28,4.81522274017334,-75.69327545166016,-75.69334744005606,4.814570773115673,6.376213176577154,72.53842949155022,-75.691123,4.8196189,0.6201254807325041,541.6064079985191
29,6.175238132476807,-75.58087158203125,-75.58085707091585,6.175232824118676,3.7236998542692525,1.7099158467713793,-75.58072337157337,6.175186080854374,1.1465476907412921,17.384177219954264
30,5.062974452972412,-75.50276947021484,-75.50298080661169,5.064087360282877,9.04022219391364,125.27842878728707,-75.498953,5.0599938,1.0606276152451735,536.4164633335934
31,4.320000171661377,-74.77999877929688,,,0.0,,-74.7759981,4.3251466,0.3367658484246681,721.8645611211665
32,5.166440486907959,-75.52054595947266,-75.5182171,5.1671585,0.8829988318247861,270.1324908181131,,,0.0,
33,6.260000228881836,-75.62000274658203,,,0.0,,-75.61860300644774,6.260954397967355,1.9024683581998607,187.41973630446407
34,6.139999866485596,-75.18000030517578,-75.18201198405443,6.138759199859675,0.7613219924761366,261.54126477808904,-75.1782421,6.1426339,1.5892913743124533,350.3145695572987
35,5.710000038146973,-75.29000091552734,-75.2878937,5.715879,0.627795838007132,690.7571855636476,-75.2941827,5.7134448,1.861476705042533,599.7377835085439
36,5.207209587097168,-74.73632049560547,-74.7303188,5.2062264,0.39495143397438315,674.1924115247447,-74.73454110609559,5.20683533990798,1.190302020685792,201.56389064719932
37,5.794160842895508,-75.84059143066406,,,0.0,,-75.840579,5.793809,2.08760692832614,38.934916330686484
38,4.840000152587891,-75.55999755859375,,,0.0,,-75.55750483350813,4.842928897728058,1.137259807511038,425.8446615926365
39,4.710988521575928,-74.07209014892578,-74.07208135508982,4.710894301680737,4.520827387555084,10.466199115541894,-74.0651397,4.7115467,0.7676006441012678,773.5911982384938
40,5.712001800537109,-75.30979919433594,-75.31009182731708,5.712133004988625,1.6401641350595209,35.51381463391474,-75.309513,5.710559,0.9361054925656539,162.67318206889152
41,4.535000324249268,-75.67568969726562,-75.67570128328134,4.535013879927556,5.938612697442554,1.9743801004524595,-75.6800348,4.5421639,0.03989133347084215,927.3707934570162
42,4.605672836303711,-74.05552673339844,-74.0592734,4.6019595,1.0149982931133084,584.3405437917104,-74.0560618,4.606388,1.5850456356692624,98.88847721454049
43,5.789999961853027,-75.77999877929688,,,0.0,,-75.779798,5.788648,1.4517462383648947,151.1538769480946
44,1.478186845779419,-77.27071380615234,,,0.0,,-77.27138824700585,1.4781252284273179,0.9644275155101698,75.36536355925286
45,6.25,-75.58000183105469,-75.5797557,6.2506975,6.5404614914582275,81.80031739354133,-75.57945534753,6.25111612659145,1.123966837378242,137.446356176806
46,6.477755069732666,-74.40879821777344,-74.403605825729,6.4846358920126965,0.14754015603308865,953.3616056733556,-74.4093291,6.4785579,1.1467557603516787,106.44454997717678
47,5.059999942779541,-75.52999877929688,-75.52765985625958,5.058432753226125,1.4276405412429958,311.93309568592923,-75.5297575,5.0612434,1.166440057871539,140.08215766909672
48,5.987618923187256,-72.74707794189453,-72.7470103,5.9890377,1.064022465563864,157.0742231156651,-72.74707824735556,5.987634562649362,1.1377493164727157,1.727860820300834
